,comment
1658,사용하기 깔끔하고 편리합니다
1659,리뷰에 끊긴다 어쩐다 찡찡대는 새끼들은 닥치고 가서 폰이나 바꿨으면 좋겠음 필자는 현재 s10 5g 쓰는데 1년 동안 한 번도 끊기거나 한적 없었음 솔직히 앱이 사람 가리는 것도 아니고 누구한테는 되고 누구한테는 안된다면 그게 누구 잘못일까
1660,4년 동안 우리은행만 사용해온 사람입니다 처음에는 부덕한 점도 많았지만 차차 고쳐가는 모습을 보고 감사했습니다 항상 사용만 하다가 오늘 업데이트를 하던 중 문득 생각이 들어 이렇게 리뷰 남깁니다
1661,간편하고 끊기거나 하는 건 딱히 느끼지 못했어요 다른 은행들에 비해서 깔끔하게 잘 정리되어 있는 것 같네요 
1662,좋아요
1663,홍채인증 잘 사용하고 있었는데 로그인하시려면 클릭해주세요 클릭해도 반응이 없음 홍채인 증상이 아예 안 떠서 생채 인증 다시 해제하고 재등록할 때는 인증창 잘 뜸 근데 다시 로그인 화면에선 인증창 안뜸 버그 업데이트하지 말라고요
1664,너무 어렵고 신분증 확인한 데만 30분 결국 앱 제고했네요
1665,별 하나도 아까움 계좌개설 우리은행 계좌로 1원 입금 받고 4자리 맞게 입력했는데 3번 비밀번호 오류라고 전화 또는 방문하라네요 낚시합니까 내 평생 우리은행과는 거래 안 함
1666,우리 won 뱅킹으로 몇 년째 사용 중인데 지난번 앱에 비해 많이 직관적이고 속도도 빠르고 매우 만족스럽습니다 또 새로운 시도하지 말고 이대로 쭉 갔으면 좋겠습니다
1667,1금융인 증서 지문으로 로그인 안 됨 404오류 2이체 등에서 최종 거래 시 답이 없음 전반적으로 안됨
1668,요즘 계속 일시적인 오류 T013라고 뜨면서 로딩 중이다가 또 되다가 또 오류라고 뜨다가 앱이 강제 종로 되고를 계속 반복입니다 계속 잘 사용 중이었는데 갑자기 이런 지 23주 된듯합니다 이 체중에도 이러니깐 불안해서 사용이 망설여집니다
1669,ea0014 오류는 어떻게 고치나요 인증할 때 귀찮네요
1670,갑자기 로그인이 안 되네요 언제 고쳐주시나요
1671,오류가 자주 나고 오류를 빨리 고치지도 못함
1672,접속이 안되고 있는데 왜 이런 겁니까 통신환경 4401 뜨는데
1673,급하게 이체할 일이 있어 이체를 하려고 하니 전에 지문인증으로 잘 사용하였는데 네트워크 환경을 확인하여주십시오라고 멘트만 뜨고 이체가 자꾸 안됩니다 뭐 때문에 그런 건가요
1674,좋아요
1675,원금 융인 증서 쓰라고 광고 겁나하더니 쓸라고 하니까 어디 장애 나서 못쓴다고 알림 뜨네
1676,오늘 4401에러로 통신환경을 확인하라며 로그인이 되지 않습니다 제때 처리하지 못해 금전적 손해가 이만저만 아닙니다
1677,로그인이 왜 안대죠
1678,4401 네트워크 통신 오류 급여일 왜 이러나
1679,폰에 설치가 왜 안됨
1680,진짜 거지 갖은 아픔임 불시에 그냥 먹통 됨 속에서 천 불이 남 고객센터는 연결 안 되고 해결도 안 되고 은행을 바꿔야 할 듯
1682,4401 통신환경이 이상하다며 계속 로그인이 안 되네요 왜 이래요
1683,갑자기 업데이트된 후 4401 뜨면서 로그인이 안 돼요 매일 사용하는 건데 일처리를 못하고 있어요
1684,아침에 잘 되다가 갑자기 4401 데이터 에러는 왜 뜨는 거지요 와이파이랑 데이터 둘 다 해봐도 이 앱만 안되는데
1685,네트워크 연결 확인하라는 문구만 계속 뜨고 로그인이 안 됩니다 다른 앱들은 정상작동합니다 다른 은행 앱으로 우리은행 계좌 확인하고 있어요 조치 부탁드립니다
1686,사용하는 통신환경을 어쩌고 뜨면서 로그인이 안 됩니다 다른 앱은 다 잘 되는데 이게 머죠
1687,오늘 우리은행 어플 접속 시 통신환경 확인 후 다시 시도해주세요 문구가 뜨고 접속이 안되는데 무슨 문제가 생긴 건가요 조치 부탁드립니다
1688,왜 갑자기 사용하는 통신환경을 확인하고 접속이 안되는 건가요 급하게 사용해야 하는데 다른 은행 앱은 다 되는데 우리은행만 안되는 이유가 뭔가요 1월 2일에도 동일한 이슈가 있었는데 참 곤란하네요
1689,4401 사용하는 통신환경 확인하라는데 와이파이랑 4g 모두 작동이 안 되네요  중요하게 송금할 일이 있는데 금융 어플이 너무 허술합니다 어떻게 해야 하나요
1690,레알 정신 나간 앱 지문인식 안된다는 리뷰가 한 트럭인데 안 고쳐진 지 1달 다 돼 감 생체 인증을 해지하려면 지문인식을 해야 하는 미친 알고리즘
1691,생체 인식 만료됐고 OTP 또한 배터리나 감 갱신 안되는 상황에서 다를 아이디 로그인도 안 되게 생체 인식 갱신등록 하라고만 넘어감 미치것음
1692,권경민
1693,공용 인증서를 발급받으려고 하는데 보안매체가 없다는 문구가 나오면서 진행이 안 되는데 어떻게 해야 하나요
1694,사용 불편
1695,지문 생체인 증 등록해서 잘 쓰고 있었는데 위비 뱅크 앱이랑 충돌이 발생하는 거 같아요 우리 won 뱅크에 지문등록해서 쓰려 하면 위비 뱅크 앱에서 지문등록 삭제하라 그러고 위비 뱅크 앱에 지문등록 새로 해서 쓰면 우리 won 뱅크에 등록한 지문이 삭제됐다네요 같은 은행 앱끼리 이러면 어쩌라는 건가요
1696,굿입니다
1697,영어 지원이 안되는 것이 아쉽네요
1698,사용할수록 좋아지는 은행
1699,잘 쓰고 있소
1700,우선 너무 좋아요 농협을 주로 사용했는데ᆢ 메모 기능이 있어서 우리은행으로 바꿨어요 사용할 때마다 메모하는 기능이 있어서 제일 좋아요 따로 가계부 쓸 일도 없고 너무너무 좋아요 그게 제일 맘에 듭니다 기능이 사라지지 않았으면 좋겠어요
1701,공인인증서 공동 인증서 강제할 수 없게 된 지가 언젠데 아직까지 이체 시에 공인인증서 강제하고 있나요 우리은행 우리 원 첫 번째 은행이라고 자신한다면 제일 먼저 변하기 바랍니다 뱅크 사인으로 로그인할 수 있으면 계좌이체도 뱅크 사인으로 할 수 있게 해야 되는 건데 곧 죽어도 공인인증서 공동 인증서로 연결되게 만든 건 뭐죠 모든 인증 수단이 보이게 만들어야죠 인증 수단을 강제하지 맙시다 많이 아주 많이 짜증 납니다
1702,우리은행 앱 들어가면 자꾸 플레이스토어로 넘어가서 열어라 합니다 불편합니다
1703,다른 기관 인증서 등록 완료를 몇 번을 해도 다시 가보면 왜 등록이 안됐다고 등록하라고 뜨냐 게놈들아
1704,good
1705,조앙
1706,이체할 때 비밀번호 누르면 이체되어야 하는 거 아닌가요 추가 이체할지를 왜 또 물어보는지 모르겠네요 물어볼 거면 비밀번호 누르기 전에 물어보던 제 비밀번호 눌러서 이체 완료된 줄 알았다가 안된 적이 한두 번이 아니네요
1707,입출금 통장을 해지하려고 하는데 증권 연결계좌라서 불가능하다고 하네요 상대방 증권사 뱅킹에서 은행 연결계좌를 삭제했기 때문에 우리은행 전산상에 등록된 것만 지워지면 될 것 같은데 이런 경우에도 비대면으로 해지 가능하도록 해주세요
1708,계좌를 만드는데 주소 입력이 이렇게 힘든 은행 어플은 처음이네요 진심 누가 만들었는지 인중 한 번만 때리고 싶네요 보통 주소를 입력하면 00동 또는 건물 이름을 입력하면 다음 화면으로 넘어가 상세주소를 입력하면 되는데 이 어플은 지번 또는 도로명 주소 끝자리까지 입력하지 않으면 검색도 되지 않고 다음으로 넘어가지도 않네요 그리고 마지막에 추천 직원이나 추천 지점이 없는데 이것도 선정하지 않으면 다음으로 넘어갈 수가 없네요 진심 사용자를 짜증 나게 하는 은행 어플은 우리은행이 처음이네요 계좌 확인을 위해 가입하지만 확인 후 다시는 사용하지 않을 것 같네요
1709,아주 유용하고 편리함 사회 시류 변화에 잘 적응된 프로그램임
1710,생체인 증 로그인이 갑자기 안됩니다 지웠다 깔아도 안돼요 확인 바랍니다
1711,좋아요
1712,내가 사용해본 은행 앱 중에 최악인듯하네요 자세한 설명도 없고 등록 절차는 복잡하고 느리긴 엄청 느리고
1713,굿
1714,뭔 자고 없는 걸 설정하라는 건지
1715,우와 비대면 계좌 개설하고 입출금 설정하는 거 진짜 번거롭네요 
1716,왜 안되나요 지웠다가 다시 깔아도 안 됨
1717,생체 인증 서비스를 사용할 수 없답니다 어제까지만 해도 됐는데 빠른 해결해주세요
1718,굿
1719,이 앱 휴대폰에서 금융 인증서로 로그인 사용 주 중입니다 근데 태블릿 pc로는 이용 안됩니다 전에 공인인증서 공동 인증서로 사용 가능했는데 금융 인증서 발급받은 이후로 휴대폰이나 대탑 피시는 문제가 없는데 아디나 비번 공동 인증서로 로그인하려 해도 안됨 금융 인증서 사용만 권하는 화면 뜹니다 이미 사용 중인데 이제 이 앱 태블릿에서 사용 불가인가요 제발 알려주세요  
1720,할 때마다 업데이트 짜증
1721,간단하게 은행 업무가 가능해서 좋습니다
1722,간편 이체 등록을 한 계좌에서 이체를 진행할 때 간편 이체 등록을 하지 않은 스마트폰에서 보안카드로 이체하려고 해도 자꾸 간편 이체 등록 단말로 재설정하라며 무한 반복 예전에는 그러지 않았는데 얼마 전에 업데이트 후부터 이체하기 불편해짐
1723,지문 오류가 사람 미치게 하네
1724,네
1725,앱을 매번 다시 설치해야 합니까
1726,이 앱은 지문인식 오류로 계좌 확인도 못하게 하는 무 쓸모 앱으로서 설치하시면 화병과 스트레스로 기대수명이 20년 줄어드는 등 인구를 효과적으로 감소시키는 훌륭한 환경보호 앱입니다
1727,진짜 지문 먹통 때문에 주 거래처 바꾼다  개발자들 놀고먹나
1728,편리합니다
1729,이 앱은 대체 왜 이러나 요 걸핏하면 업데이트하라 하고 업데이트도 빨리 안되고 답답해죽겠네요 뭔가 다른 방법으로 업데이트를 해주시던가 자꾸 이렇게 오류가 나는데 다시 하라고만 하는 건 아닌 거 같네요
1730,지문 인식이 안됩니다 손이 문제인가 해서 다른 앱을 실행했는데 다른 앱은 잘만 돌아가네요 예전부터 우리은행 생체 인식할 때 오류 계속 뜨고 지문인식 다섯 번은 시도해야 한번 될까 말까 했는데 이젠 뭐 생체 인식 실행하면 바로 오류 뜨네요
1731,앱 실행이 안됩니다
1732,유용하게 사용하고 있습니다
1733,쓰레기 같은 앱
1734,앱 다운로드한 지 5분이 지났는데 돌기만 하고 안 깔리네 정말 당황스럽네 급한데 어쩌라는 거지
1735,좋아요 편해요 우리의 은행이니까 우리은행
1736, 이승재
1737,입금액이 파랑 출금액이 빨강 주식하다 입출금 내역 무심결에 보면 깜짝깜짝 놀랍니다 색깔을 바꾸심이 어떨지요 잘 아시다시피 일반적인 금융 GUI는 들어오는 건 빨강 나가는 건 파랑입니다
1738,생체인 증 갑자기 왜 안 되나요
1739,이체 및 대출 상환 시 자꾸 오류가 나네요 정말 실망입니다
1740,좋아요 쉽고 빠르고 오류 없고
1741,별 한 개도 아깝습니다 오류가 번번이 일어나고 로그인이 안 되는 등 필요한 순간에 먹통이 되는 일이 잦습니다 돈 문제는 확실히 관리해야 되는 거 아닌가요
1742,앱 푸시로 입출금 알림 잘 받아보고 있었는데 요새는 광고도 자꾸 알림으로 뜨는데 없앨 수 없나요
1743,와 진짜 앱 더럽게 불편하게 만들었네요 진행도 가끔 먹통이고 신한 쏠좀 보고 벤치마킹 좀 하면 좋을 텐데
1744,전화도 안 받고 불친절하고 상담사는 뻐꾸기 뻐꾹뻐꾹 한번 연결되기도 힘들고 성의 없이 대충 끊기에 급급해서 카드 다 해지했어요
1745,깔끔해졌네요
1746,업데이트하니 좋아졌네요
1747,업데이트했는데 훨씬 낫네요 디자인이 다른 데보다 세련됐음
1748,이체할 때 받는 분 통장 표시 내용을 따로 적는 란이 안 보입니다 이 기능이 아예 없는 것인지 제가 못 찾는 것인지 모르겠습니다
1749,하하 한번 불편한 개발 환경을 겪고 신한은행으로 주거래 은행을 바꾸러 왔습니다 cto 님 이렇게 디지털이 중요한 겁니다 10년 사용하다 정떨어져서 탈출합니다 모두 탈 우리은행 하세요 행복한 하루 보내십쇼
1750,좋아요
1751,좋아요
1752,항상 우리은행 이용했는데 편해요 예전 원터치 개인에 비해 훨씬 편해진 거 같네요
1753,앱이 전체적으로 깔끔하고 메뉴 찾기도 쉬운 것 같아요
1754,예전보다 훨씬 좋아졌네요
1755,정말 편리해요 
1756,업데이트 안 하는 게 좋으니까 그만 좀 하세요 용량만 커지잖아요
1757,사용하기 편하네요
1758,불편함 없이 잘 사용하고 있음
1759,너무 좋아요 편리해요
1760,점점 업그레이드되니 좋아지는 것 같아요 잘 쓰고 있어요 굿
1761,good
1762,갈수록 편해져서 노력하는 게 느껴짐
1763,화면도 깔끔하고 속도도 빠르네요
1764,앱을 구동하면 매번 열기로 넘어가서 다시 구동을 해야 하는 불편이 계속 초래됩니다 개선이 필요합니다
1765,민증 인식 기술이 없으면 만들지를 마세요
1766,비대면 적금 가입 진행 중 특정 금융 정보법에 의해 고객확인 등록을 확인해야 한다는 문구가 뜨면서 화면상 안내 문구에 의해 계속 진행 중 마지막 고객확인 등록 절차를 맞추었으나 종료도 안되고 계속 진행 중이라는 메서지가 뜨는 것은 어떤 이유인지요
1767,좋아요
1768,이체할 때 예전에는 등록해 놓은 발신인이나 상호를 클릭해서 사용해서 편했는데 그게 없어진 게 아쉬워요
1769,타은행 공인증서 진행시 패턴 입력에서 계속 꺼져요
1770,핸드폰 인증 문자가 와야 뭘 하든지 하지요 오지도 않는 인증번호 재요청만 벌써 10번째 참 한심합니다
1771,지금까지 잘 되었는데 왜 안되는지
1772,아주 좋아요
1773,누가 제 비밀번호를 바꾸나요 맨날 정확히 쳤는데 없는 비번이라고 맨날 뜨네요 제가 혹시 몰라서 메모까지 하고 며칠 후에 쳐봤는데 자꾸 없는 비번이래요 도대체 어쩌란 소리인가요 맨날 비번 바꾸는 것도 지겹네요 진짜
1774,굳
1775,맨날 업데이트
1776,어렵다
1777,거지 같네
1778,불편
1779,타행계좌 추가하려 인증번호 요청하니 안 옵니 다대 학생들이 만들어도 이거보다 낫겠네요 검증도 안된 어플을 바로 도입하는 건가요 혹시나 싶어서 수신차단 목록 다 훑어봐도 차단 안 했네요 늦는 게 아니라 3번이나 인증번호가 안 옵니다
1780,지문인식을 정말 못하네요 KB 농협은 잘 되는데 우리은행만
1781,굿굿굿
1782,다른 은행에 비해 사용이 불편하고 자주 바꾸고 업그레이드하면 자동이 아니고 다시 설정해야 하는 등 우리은행 앱 불편
1783,편리해요
1784,은행이 모바일뱅킹 이렇게 만드는 거 느끼면서 그냥 암호화폐 가격만 안정되면 암호화폐 입출금 기능 쓰고 싶음 은행 앱 중 젤 불편
1785,며칠 전부터 잘 사용했는데 어제 늦은 저녁부터 지금까지 접속이 안되는 대 어떻게 된 건가요
1786,계좌이체 후 공유하는 기능이 타 은행에 비해 너무 허접한 듯하네요 텍스트로만 찍 보내짐
1787,좋아요
1788,개발자 위주로 만든 앱
1789,굿
1790,최고입니다
1791,won 금융 인증서 등록 시 패턴이 기억이 나질 않아 진행 불가합니다 따로 변경하는 방법 없나요
1792,UI UX가 깔끔합니다
1793,앱 로그인 후 이체 실행을 하면 이체가 완료가 안 되네요 ;;;;
1794,에러 나서 다시 깔았더니 모든 게 리셋
1795,이체 시 자주 쓰는 문구 어디다 버림 다시 갖다 놔라 불편하다
1796,Good
1797,인터넷 뱅킹도 마찬가지인데 거래하고 있으면 멋대로 로그아웃되고 재어 로그인하려면 이미 접속 중이라서 인증해야 된다고 문자 인증 진행됨 심지어 장기 밀거래 계좌 활성화시킨답시고 타게 좌 인증 신분증 촬영 문자 인증까지 다했는데 활성화하고 나니까 중지계좌 편입 상태라면서 계좌이체 못하게 되어있음  영업점 안 가면 더 이상 뭐 어떻게 못할 거 같은데 코로나 풀리면 바로 통장 해지하고 우리은행 영원히 안 쓸 듯요
1798,지문 로그인 왜 안 되나요 돈 보내야 되는데 나 참 계속 안되는데
1799,보안을 한다면서 비밀번호 16자리 정도로 하라 해서 기존에 입력하던 거 입력했더니 로그인 화면에서는 10자리 이하로 수장하라고 하네요 이건 어플 쓰지 말고 은행으로 오라는 소리로 밖에 안 들리네요 역시 우리은행 통장 해지하러 가야 하겠네요
1800,업데이트되지도 않는구먼 무슨
1801,하지만 Tyxyyu
1802,은행 중에 제일 편리해요
1803,잘 사용하고 있어요
1804,편하고 좋은 앱
1805,금융 인증서 로그인할 때 간편 인증 토큰이 유효하지 않습니다 100003가 계속 나와요 금융 인증서 새로 발급받아도 처음에만 로그인 되고 나중에 다시 저 오류로 로그인 안 됩니다
1806,편리하고 좋아요 계좌관리가 한꺼번에 되니 더 좋습니다
1807,오류 언제 업데이트하나요 접속을 못한 내
1808,편하고 좋아요
1809,WON 뱅킹 업데이트가 20분이 지나도 안되네 뭐 이렇냐 2주 전부터 몇 번씩 시도해도 매번 안되네
1810,이제 잘 들어가죠요
1811,앱 진짜 최악임 뭔 오류가 이렇게 잦은지 주거래은행 바꾸고 싶네요 당장 송금해야 되는데 안돼서 개 추운데 atm 찾으러 나갔다 옴
1812,앱 사용 한 달 정도 되었는데 현재 다음과 문구가 나오면서 사용이 불가능합니다 앱 사용에 필요한 정보를 받아오지 못했습니다 네트워크 상태 셀룰러 WI FI를 확인 후 다시 시도해 주세요 T011 통신은 문제가 없고 앱을 삭제 후 재설치 해도 동일한 증상입니다 뱅킹을 사용해야 하는데 못하고 있으니 빠른 답변 부탁드립니다
1813,지금 오늘 치 적금 입금해야 되는데 못 넣고 있어요 답변 보고 다시 들어가니깐 되네요 답변 달아주셔서 감사합니다
1814,접속 장애
1815,우리은행 실망입니다 전세대출이 필요할 때는 전세대출도 안 되고 인터넷뱅킹도 안 되는 게 말이 안 되네요 다른 은행으로 갈아타렵니다
1816,왜 이러는 겁니까 앱 정보를 못 받는다고 와이파이를 확인하라니 무슨 소립니까 업데이트도 해보고 해도 접속이 안되네요 주말이라 안되는 건 아닐 텐데 급한 일이면 이거 어디다 말해야 하나요 나 참
1817,one ui 30 업데이트하고 열리지 않습니다
1818,아이고 내가 뭘 잘못한 줄 알고 이곳저곳 알지도 못하면서 전전긍긍 무슨 공고라도 해줘야 하는 거 아닙니까 개발자 메일도 안 받고 다 다시 해야 하나 오만 생각에 다시 한번 해보니 오후 8시쯤 되더군요 정말 실망이네요 뭔 설명을 해 줘야야죠
1819,시작도 안되고 엉망이네 은행 앱이면 신뢰도는 기본인데 이따위로 해서 어쩌자는 거지
1820,뭐가 네트워크를 자꾸 확인하래요 와이파이에서도 안되고 폰 데이터로도 안됨 잘 썼는데 갑자기 왜 이럼 네트워크 잘 연결되어있고 이거 말고 다른 앱 다 잘 됨 T011 오류라고 뜨고 계속 재시도하다 보면 로그인하라는데 로그인하면 다다다다다 만료된 뭐라고 나옴 완전 짜증 어플 삭제하고 다시 까니까 됨  완전 씅질
1821,앱이 갑자기 네트워크를 확인해 달라면서 접속 자체가 안되는데 와이파이도 모바일 네트워크도 잘 연결되어 있는 상태인데 계속 저래요 앱 지웠다가 다시 깔아도 그러는데 어플 상의 문제인 거 같은데 확인 좀 해주세요
1822,어플 실행이 안됩니다 어떻게 해야 되나요 업데이트 예정이어서 그런 건지 아님 어플 자체의 오류인지 빨리 고쳐주세요
1823,이번 업데이트 무슨 일인가요 지웠다 다시 설치해도 계속 오류네요 은행도 갈아타야 되나
1824,20210102 접속 장애 나만 그런 줄 알고 맵재 설치할 뻔
1825,별 한 개도 아까움 T011 에러 뭔지 고등학생이 앱 만들어도 이거보단 잘 만들 거 같음 은행 앱이 먹통이 되는 건 다른 은행 가라는 거 아닌가 재설치해도 안되고 은행은 닫고 어쩌라는 건지
1826,지금 계좌이체하려 하는데 접속이 안되네요
1827,네트워크 오류 왜 접속이 안 됨
1828,아침까지 잘 썼는데 지금 사용하려고 하니 앱 실행이 안되네요 업데이트하고 폰 껐다 켜보고 베이스로 돌고 있는 앱들 끄고 다시 해보고 어플 지웠다가 다시 깔아도 안됩니다 다른 은행 어플은 잘만 되는데 우리은행 것만 이러네요 앱 실행에 필요한 정보를 받아오지 못했다고 네트워크 상태를 확인하라는데 와이파이 네트워크 잘만 됩니다 급하게 써야 하는데 굉장히 불편하게 만드네요
1829,새해부터 앱 먹통 이체 급한데 참나 신한 하나 카카오 다들 멀쩡한데 우리은행만 왜 이럽니까  주거래 은행이었는데 잘 가요 이제
1830,접속도 2시간째 안되어서 이체도 못하고 그에 대한 안내도 없고 대응도 엉망이네요
1831,앱 안 열려요 빨리 수정해 주세요
1832,돈 보내야 하는데 왜 갑자기 앱이 안 들어가 지나요
1833,이체해야 되는데 업데이트 이후 오류 뜨면서 계속 안되네요 답답해죽겠네요
1834,앱 안 켜집니다 자꾸 앱 시작에 필요한 정보를 가져오지 못했다면서 켜지지 않아요 당장 급하게 이체해야 되는데 멀리 은행까지 직접 가야 되잖아 이 날씨에 발 회사에서 월급통장으로 지정한 것만 아니었으면 쳐다도 안 볼 쓰레기 앱
1835,아니 무슨 맨날 오류야 짜증 나게 접속도 안되는 어플 왜 만든 건지
1836,네트워크 계속 확인하라고 안된다고요 처리 좀 해달라고요 이체해야 하는데
1837,인터넷 켜져 있어도 못 들어가는 머 같은 어플
1838,공인 인증서 잘 쓰고 있는데 갑자기 셀룰러랑 와이파이가 확인 안 된다고 머 이런 경우가 다 있나요
1839,갑자기 네트워크 상태를 확인하라며 접속이 안 되네요 오류 창에 이 T011이라고 뜨는데 무슨 문제인가요 와이파이도 연결해봤고 데이터도 켜놨고 지웠다가 다시 깔아봤고 업데이트도 했는데 왜 접속이 안되는 걸까요
1840,갑자기 접속이 안되네요 스마트폰 껐다 키고 네트워크 다 잡아도 안되네요
1841,다른 은행은 잘 되는데 우리은행은 무능해서 그런가 인터넷 뱅킹 앱도 안되고 정말 초등학생 수준으로 관리 잘하네요
1842,앱 시작에 필요한 정보를 불러올 수 없다고 오류가 발생합니다 오류코드 T011
1843,실행이 안 되네요 네트워크 상태를 확인한 후 실행해하는데 지우고 다시 설치한 거면 5g 연결되었다는 건데 연결도 되어있음 좀 제대로 좀 운영하세요
1844,뭐 해 아직도 안 고치고 장난해
1845,1발 앱 까는데 하루 종일 걸리네  도로 블록 까는 게 시간 더 빠르겠네 우리은행이라 하지 말고 너희 은행이라 해라 아주 저 옷 같아서 못쓰겠다
1846,어플 안 열리는데요 제거하고 다시 깔아도 안됨
1847,왜 오늘 갑자기 서버 접속이 안되는 거죠
1848,지금 이체해야 하는데 시작에 필요한 정보를 가져오지 못했다며 T011 뜹니다 아예 들어갈 수 없어요 와이파이 5g도 같은 증상이고 어플을 지웠다 깔아도 똑같아요 어떻게 좀 해주세요 노트 10입니다
1849,왜 접속이 안되죠 계속 네트워크 오류라고 뜨는데
1850,아니 잘 쓰고 있었는데 앱 실행 오류 낫다고 계속 떠서 새로 깔아도 안되는데 왜 그런 거예요
1851,잘 사용하다가 갑자기 접속되지 않습니다 셀룰러 wi fi 확인해보라 하면서 오류메시지 t011이라고 떠요
1852,이따위로 만들고 노는 날이라고 일들을 안 하네 접속도 안되고 
1853,앱이 계속 열리지조차 않습니다
1854,지금 저만 먹통인가요 자꾸 네트워크 상태를 확인하라는데 다른 은행 어플들도 멀쩡하고 인터넷도 잘 되는데 
1855,앱 시작에 정보를 받지 못했다고 나오는데 잘 쓰다가 왜 그러는 건지요 저보고 어떻게 하라고 이러는 건지요
1856,업데이트하면서 에러가 너무 잦아요 앱 시작에 필요한 정보를 가지고 오지 못했다고 wi fi나 4g 연결하라는데 다른 은행 및 인터넷 모두 됩니다 오류 확인 부탁드립니다
1857,갑자기 네트워크 오류 뜨면서 안되는데 어떻게 하라는 거예요 방법 좀 알려줘봐요 지웠다 깔아도 안되잖아요
1858,지금 갑자기 필요한 정보를 가져올 수 없다는데 어떻게 된 거죠 지웠다가 다시 깔아도 똑같은데 조치 좀 부탁드립니다
1859,지금 계속 아예 앱이 안 열려요 뭐 T001이라고 네트워크 상태 점검하라는데 우리카드 앱은 실행된다고요;;;;
1860,어플 실행이 안돼요
1861,와이파이 정상인데 왜 접속이 안되고 와이파이 문제라고 오류 떠요
1862,앱 시작에 필요한 정보를 불러오지 못했다고 네트워크 확인하라며 계속 뜹니다 와이파이 데이터 전혀 문제없는데 왜 계속 이런 거죠  이런 적 없었는데 어떻게 해결하나요;
1863,앱 시작에 필요한 정보를 받아오지 못했다며 앱이 열리지 않습니다 지우고 다시 깔아도 마찬가지입니다  다른 은행 앱은 정상인데
1864,계속 오류 나서 로그인이 안 되네요  한두 번도 아니고 다른 은행 건 잘만 되는데 왜 우리은행만 네트워크 오류가 나는 건지 불편해서 아이 통장이랑 제거 이제 다른 은행으로 갈아타야겠어요
1865,앱을 설치했는데 열리지가 않아요
1866,1월 2일 wi fi 네트워크 상태 봐라고 안된다 국민은행은 되는데 좀 잘 만들어라 개똥같노
1867,앱 언제 고침
1868,갑자기 셀룰러 등등하면서 접속이 안되네요 지웠다가 다시 깔았는데도 안되네요 어떻게 된 거죠
1869,앱 실행이 안됩니다
1870,서버 나갔나요 앱이 통신망을 못 찾는다고 하는데
1871,지금 인터넷뱅킹 접속 안 되나요
1872,하아 문제투성이네 지금 접속도 몇 시간째 안되고 어플 상태가 이렇게 불안하면 우리만 그런가요
1873,에러 t011이 발생합니다
1874,어플 실행 자체가 안 됨
1875,앱 시작에 필요한 정보를 받아오지 못했습니다 하아 왜 그러는 걸까요 은행 어플이
1876,갑자기 잘 되다가 와이파이나 셀룰러 확인하라는 창만 뜨고 안 들어가지네요;; 적금 이체하려고 하는데 하 은행까지 가야 하나
1877,아니 무슨 앱이 열리지도 않아요
1878,접속 안됨
1879,타은행에 비해 사용자 편의 가 떨어짐
1880,아니 이거 어플무슨 시도 때도 없이 데이터랑 와이파이 연결이 안 된다냐
1881,오늘 갑자기 앱이 안 열립니다 왜 이러죠
1882,이거 지금 t011 이러면서 계속 안되는데 저만 이러나요
1883,앱이 실행이 안돼요
1884,갑자기 인터넷 연결이 안 된다며 실행이 안 되는데 인터넷 잘만 되는데 왜 이러는지 위비 멤버스도 다 안되네요
1885,은행거래로 인터넷뱅킹을 쓰는데 갑자기 안 들어가지면 진짜 급할 때 또 이런 오류가 난다면 어떻게할껀가요은행 업무인 만큼 진짜 신경 써서 관리해줬으면 좋겠네요
1886,걍쓰례기 앱
1887,계속 와이파이 오류라고 하면서 꺼지네요 송금해야 하는데
1888,지금 아예 작동이 안 되는데 왜 그러죠
1889,앱 오류 얼른 수정해주세요
1890,잘 쓰고 있는데 오늘 앱이 자꾸 오류 나서 안 열리는데 저만 그런가요
1891,갑자기 앱 클릭하니까 앱 시작에 필요한 정보를 받아오지 못했다고 네트워크 상태를 다시 확인하라는데 데이터는 켜져 있어요 갑자기 이체를 해야 하는 상황에 이런 일이 생겨서 들어가지도 못하고 있습니다 어떻게 해야 할지 알려주세요
1892,뱅킹 서비스 이용해야 되는데 지금 계속 에러가 뜨고 안됩니다 확인하다 보니 나만 안 되는 게 아니었군요 급히 이체해야 하는데  재설치도 해보았지만 안되네요 앞으론 은행을 분산해야겠어요 공지도 없고 답답하군요
1893,스마트뱅킹 연결이 안 됩니다
1894,앱이 안됨
1895,갑자기 안됩니다
1896,접속 장애 금융거래가 안돼요
1897,T011 오류 해결 좀 빨리요 괜히 재설치만 세 번 했는데 제 폰 문제가 아닌가 보네요
1898,아니 오류 빨리 해결해주세요
1899,앱 로그인이 안 돼요 네트워크 확인하라고 하는데 데이터로 바꿔도 안됩니다 삭제 후 재설치해도 안됩니다
1900,은행을 쓰고 싶어도 못쓰네요 네트워크 상태를 확인하라는데 이 앱만 빼고 다 잘 돌아갑니다 주거래 은행인데 지금 이게 무슨 상태인가요
1901,t011 오류가 계속 갑자기 왜 이러는지;;
1902,지금 앱이 실행이 안되고 있는데 어찌 된 건지 답답하네요
1903,아니 은행 어플 사용하는데 갑자기 실행이 안 됩니다 이건 또 무슨 경우죠 업데이트를 해서 그런 거지 내 폰이 문제인지 진짜 열받네요
