,comment
6581,사용하기 편리해서 좋아요
6582,간편하고 좋아요
6583,안전하고 편리하다
6584,초기에 사용하던 앱보다 사용하기 쉽게 바뀌어 좋네요 추천합니다
6585,자주 사용하고 있어요 특별히 불편한 점 없이 잘 이용합니다 좋아요
6586,이용하기 편리해요
6587,아주 편리합니다
6588,사용하기 편리합니다
6589,앞서가는 스마트 뱅킹
6590,그래도 엄청 편리해졌네요
6591,농협이 다른 어플들보다도 화면이 깔끔하고 보기 좋은 거 같아요 항상 농협만 씁니다
6592,은행 업무 보려고 밖에 나가지 않아도 돼서 너무 좋아요
6593,너무 편하게 사용합니다
6594,사용하기 쉽고 편합니다
6595,앱 로그인 방식이 기존의 공동 인증서 방법보다 더욱 편리한 비밀번호 및 지문인식 방법이다 자동이체 등록도 매우 편리하고 이체에 자주 쓰는 계좌를 바로 볼 수 있어 이체 시 간편하고 편리합니다
6596,NH 뱅킹은 어르신들도 쉽게 접근할 수 있도록 메뉴 구성이 되어있어 사용이 쉬운 것 같습니다 글씨도 큼직큼직하고요 저와 어머니 잘 사용 중입니다 뱅킹은 보안 농협 스마트뱅킹 무궁한 발전 파이팅
6597,사용이 편리하고 좋아요
6598,사용 편리합니다
6599,스마트 뱅킹 가입도 어렵지 않게 잘했고 앱 쓰기도 아주 편합니다 진작에 설치할 걸 후회되네요
6600,로그인이 쉽고 간단해서 좋아요 송금이나 조회 등은 보기 편한데 다른 업무는 한참 찾아야 해요 전반적으로 편해요
6601,사용이 쉽고 편리합니다
6602,좋습니다
6603,이용하기 편리해서 매일매일 이용하고 있습니다 모바일 otp 편리하게 이용하게 있어요
6604,사용하기 간편히고 보기에도 깔끔해요
6605,오래 사용해 오고 있어요
6606,한동안 공동 인증서에 문제가 있는지 안되다가 다시 되네요 오늘은 계속 오류 뜨던데 업데이트 때문에 그런 건가 봐요 앞으로도 편하게 사용할 수 있게 앱 개선 부탁드립니다
6607,사용하기 편하고 좋아요
6608,아주훌륭햐요
6609,좋아요 농협 조금 버벅거리긴 하지만 사용하네요
6610,편리하고 쉬워 좋습니다
6611,농협 앱은 대체로 디자인이 좋고 성능이 떨어짐 지문인식하려고 엄지를 누르면 그사이 지문 모양 사라지고 취소 버튼이 눌러진다던가
6612,잘 사용하고 있어요 
6613,옛날 뱅킹 어플보다 괜찮아졌네요 이젠 간편히 쓸 만해졌어요
6614,사용하기 간편하고 속도가 빨라서 좋아요 오류도 없고요
6615,사용하기 편해요 직원분들도 친절하게 알려주셨어요
6616,콕 집어 불편한 점은 없습니다 오랫동안 사용하고 있습니다
6617,너무 너 무조 음
6618,편리합니다
6619,편리하고 안전한 스마트금융
6620,항상 유용하게 사용하고 있습니다
6621,편해요
6622,잘 이용하고 있습니다
6623,메뉴 간 이동 시 속도를 개선해 주셨으면 좋겠습니다 메뉴선택 시 로딩이 너무 느립니다
6624,전 항상 빠르고 안전하게 잘 쓰고 있어요
6625,항상 편리하게 쓰고 있어요
6626,편리합니다
6627,시중은행 어플 중 가장 편해요
6628,편해요
6629,앱이 좀 느리네요 이번에 주거래 은행으로 바꾸려고 하는데 콜 뱅크와 스마트뱅킹 두 개가 뭔 차인지도 잘 모르겠고 앱이 느리네요 어차피 주거래은행이니 사용해야죠 좀 더 많은 서비스 이벤트 정보 제공 부탁드립니다
6630,스마트뱅킹 이름답게 간편하고 사용하기 좋아요
6631,주거래은행 농협인데 스마트뱅킹 사용하기 간편하고 너무 좋네요 
6632,오류 없이 잘 사용 중입니다
6633,스마트뱅킹 앱 잘 사용하고 있어요 특별히 불편한 점은 없습니다
6634,용돈 통장으로 사용 중인데 조회가 편해서 좋네요
6635,괜찮아요
6636,항상 편하게 사용하고 있어요
6637,비번 누르는 게 번거롭긴 하지만 안정적이고 메뉴도 찾아보기 쉬워서 좋아합니다 7577park
6638,다양한 기능들을 가독성 높게 배치하여 은행 업무를 손쉽게 직접 처리할 수 있어요 특히 즉시이체 기능이 새롭게 나오면서 훨씬 편해졌어요
6639,잘 되긴 하는데 가끔 버벅대기도 합니다 그래도 인터페이스는 불편함이 없습니다
6640,사용하기 편리하고 좋아요
6641,나름 만족하며 쓰고 있음
6642,가끔 뺑뺑이 돌아서 기다려야 할 때도 있지만 쓸만합니다
6643,굿
6644,잘 사용하고 있어요
6645,접속이 불안정한 경우가 있어서 별 하나 뺍니다
6646,언제 어디서든 편하게 이용할 수 있습니다
6647,편리해요
6648,말 그대로 스마트한 금융생활을 즐길 수 있는 NH 스마트뱅킹 강추합니다 간결한 메뉴 구성 오류 없는 시스템 그리고 응답속도도 매우 빨라요 한가지 더 개인 맞춤형 상품 추천 서비스는 엄지 척 안 줄 수가 없네요
6649,사용하기 편해요 자주 씁니다
6650,타은행 어플에 비해 조금 느린 느낌이 있지만 사용하기에 편해요
6651,송금도 간편하고 메뉴도 이해하기 쉽게 되어있어서 편하게 이용하고 있습니다 타금융보다 로딩도 빠르네요
6652,은행을 방문하지 않고 적금 가입 거래내역 조회 자동이체 신청 대출 상환 등 유용한 앱이 많습니다
6653,앱 오류에도 공지하나 없다가 슬그머니 된다 어플 때문에 30년 넘은 주거래 은행을 바꿔야 하나 싶다
6654,십 년 사용에 불편함을 못 느꼈습니다 굿
6655,좋아요
6656,좋아요
6657,보기 쉽고 알아보기 편리해요
6658,사용하기 편하고 안정적이라서 좋아요
6659,편합니다
6660,평소 통장 거래만 하다가 은행 갈 시간이 없어서 스마트뱅킹을 설치했는데 좋아요
6661,사용하기 편리해서 자주 이용하고 있습니다 인터페이스가 깔끔하고 반응속도도 좋아요
6662,쉽고 편리합니다
6663,자주 사용하는데 편리합니다 감사합니다
6664,편리해요
6665,간편 편리해요
6666,편리하고 다양한 응모 이벤트와 함께 생활에 활력을 불어넣어 줍니다 
6667,간편 로그인과 더불어 이체와 금융상품 가 입 등등 쉽고 빠르게 이용할 수 있어 좋습니다 이벤트 행사도 자주 있어 기대 반 설렘 반으로 애용 중인데 뜻하지 않게 커피 쿠폰이 당첨되면 너무 괜스레 기분이 좋더라고요 아직까지는 불편함 없이 잘 사용 중입니다
6668,NH 스마트뱅킹 너무나 안전하고 편리하게 사용하고 있어요 언제나 많은 분들이 즐거운 마음으로 찾으셔서 따뜻한 사랑 받으시길 응원 드려요
6669,사용하기 편하고 원하는 메뉴가 바로 있어 좋다
6670,아주 간편하고 신뢰됨
6671,이체하기도 편하고 모든 메뉴가 한눈에 잘 들어옵니다
6672,좋아요 사용하기 편하고 한눈에 들어와서 편리하네요 감사합니다
6673,서비스 개선이 나아지네요
6674,간편하면서도 믿고 사용할 수 있어 좋아요
6675,많은 기능이 있는 것에 비해 사용이 편리해서 좋아요
6676,주로 계좌 확인용으로 쓰고 있는데 잘 쓰고 있습니다
6677,상세하고 알기 쉬운 뱅킹 앱이네요 로그인 방법도 편하고 로그인 후 각 메뉴로 들어가는 것도 편리합니다
6678,정말 초간단 신속
6679,늘 잘 쓰고 있습니다 감사합니다
6680,주거래 은행 이자 20년 친구 NH 앱도 매우 편하다 더 더 발전하자♡
6681,잘 쓰고 있습니다
6682,사용하기 편리합니다
6683,간편하고 피씨와도 연동이 잘 돼서 편리하네요
6684,간편 뱅킹을 사용하는데 이전에는 안 그랬는데 왜 보안카드번호를 넣어야 하나요
6685,다른 은행 계좌 보기도 편하고 이체나 내 계좌들의 잔액 확인도 편해서 좋아요
6686,좋아요
6687,항상 잘 이용하고 있어요
6688,가끔 접속이 안되거나 느릴 때가 있는데 폰을 껐다 켜면 잘 되더라고요
6689,사용하기도 편하고 유용한 기능들이 많아 좋네요
6690,전반적으로 사용은 간편한 편이에요 가끔 지문 오류 나면 먹통 돼서 다시 시작해야 하는 때가 가끔 있어요 그리고 자주 사용하는 계좌 등록을 하려면 이체로 들어가서 진행해야 하는 방법뿐인가요 찾기가 힘들어요
6691,제일 많이 쓰는 어플입니다 편의성도 좋고 유용하고 감사합니다
6692,깔끔하고 좋아요
6693,굿
6694,농협이 제일 편한 듯
6695,많이 안정화되고 좋아졌어요
6696,쉽고 편해요
6697,좋아요 오류 없이 잘 작동합니다
6698,잘 사용하고 있습니다
6699,안정적이에요
6700,잘 사용하고 있습니다 초기 버전과 비교했을 때 늘 발전하는 느낌입니다
6701,사용 잘하고 있습니다
6702,사용하기 편리해서 좋아요
6703,매일 사용하는 앱입니다 큰 오류 없이 잘 사용하고 있습니다 계좌별 별칭을 정해 쉽게 구분할 수 있어 좋고 오픈뱅킹 계좌도 한눈에 들어와 보기 편리합니다
6704,고령자에게 사용하기엔 화면이 너무 복잡하네요 아쉽습니다
6705,주로 이체 조회 기능을 많이 사용합니다 간편 비밀번호 등록해서 보안카드 없이 이체 가능한 게 너무 편하긴 한데 다만 보안 부분이 걱정되는 건 좀 있긴 해요 자주 사용하는 계좌번호 등록이 앱에서는 안되는 게 많이 불편하네요 컴퓨터로만 등록 가능해서 날 잡고 한 번씩 컴퓨터 켜야 해요 이 부분은 보완해주시면 너무 좋을 것 같아요
6706,빠르고 편리해요
6707,좋아요 편리해요
6708,편리하게 잘 사용하고 있어요
6709,화면이 심플하게 관리되고 있어 사용이 편리합니다
6710,타은행보다 편하고 직관적입니다
6711,사용하기 편리하고 좋아요
6712,좋아요
6713,사용이 편리하고 좋습니다
6714,급한 결제건에 결제가 안돼서 당황했네요 그래도 개선이 빨라 문제없이 잘 쓰고 있는 편입니다
6715,항상 편리하게 이용 중입니다
6716,이체와 내역 확인이 편리해서 너무 좋아요
6717,이전에 비해서 확실히 좀 더 직관적이고 오히려 이체나 편리해졌어요
6718,아주 잘 쓰고 있습니다
6719,사용하기 편리해요
6720,편리해요
6721,사용하기 편해요 잔액도 바로 확인할 수 있고 송금하는 것도 편하고 잘 사용하고 있어요
6722,개설 및 등록이 쉬어요
6723,주거래은행이 농협이라서 잘 쓰고 있어요 그런데 이전에 복사했던 계좌가 들어갈 때마다 복사하겠냐는 문구가 뜨는데 이건 어떻게 하나요
6724,굿
6725,용어설명이나 접근 방식이 편리해서 좋아요
6726,앱 사용이 편리해서 잘 사용하고 있습니다
6727,다양한 이벤트 빠른 구동 좋아요
6728,깔끔한 디자인과 접근성이 높아 간단하고 편하게 사용할 수 있어서 좋습니다 공지사항이나 이벤트도 자주 업데이트되어서 신뢰도 가고요
6729,사용이 편리함
6730,매우 간편하고 이용하기 좋습니다 농협이 제 계좌인 저는 이 어플 없으면 안 돼요
6731,편리해요
6732,간편 로그인 사용으로 편리하고 이체도 비교적 간단하게 처리할 수 있어서 좋습니다
6733,농협 모바일뱅킹 앱 잘 사용하고 있어요
6734,좋아요
6735,쓰기 편해요
6736,전 나름 잘 쓰고 있습니다
6737,사용이 편하네요
6738,편리하고 빠르고 좋아요
6739,농협 앱 편리하게 잘 이용해요 이벤트 응모도 가끔 하고
6740,업데이트하래서 했더니 안된다 껐다 켜도 안된다 나만 안되는 건가 너무 불편
6741,로그인이 간편하고 편리한데 추가로 설치해야 하는 앱들이 있어서 아쉽습니다 입출금 알림도 따로 앱을 설치해야 하는 점은 아쉽지만 간편론 그 인도 편하고 보유계좌 확인도 바로 확인할 수 있어서 좋습니다
6742,소액 위주로 사용한다면 콜 뱅크가 훨씬 편해요
6743,메뉴 찾기가 매우 편해요
6744,쉽고 편리해서 좋아요
6745,좋습니다
6746,생활이 편리한 NH 스마트뱅킹 감사합니다 잘 쓰고 있습니다
6747,편리한 UI 금융앱 중 제일 좋아요
6748,다른 금융앱과 유사한 수준이에요
6749,편리하고 좋습니다 농협만 쭉 사용해왔고 불편함 없이 늘 만족하며 사용하고 있습니다
6750,사용하면서 불편한 적 없습니다
6751,농협 앱이 가장 사용하기 쉬워요
6752,편리하고 좋아요
6753,좋아요
6754,잘 쓰고 있음
6755,농협 모든 어플 통합 좀 해주세요
6756,너무 좋습니다 특히 농협뿐만 아니라 저축은행도 이용을 하는데 번거롭게 여러 어플을 이용하지 않고 NH 스마트뱅킹 하나로 이체 조회 등 모든 것이 가능하니 참 편리하고 좋네요  강추합니다
6757,편리해서 좋음
6758,사용하기 편하고 좋은 은행 앱이에요
6759,앱 사용이 편리하고 오류가 뜨질 않아서 좋아요
6760,로그인이 간편하고 접속이 원활합니다 거래 목록이 한눈에 보여 쉽습니다
6761,매우 만족
6762,간편 로그인 설정해두면 편리하고 빠름 은행 앱 중 가장 안정적인 듯하네요
6763,정말 편리하게 잘 사용하고 있는 앱이에요
6764,리뉴얼 하고 나서 더 사용하기 편리해진 것 같아요
6765,솔직히 별 1개도 아까움방금 전에 비대면 계좌개설하는데 1시간 걸림 하아 뭔 놈의 신분증 인식을 그렇게나 못하고 난 비대면인데 왜 가입점을 입력해야 하며 이렇게 계좌개설 똥으로 해놓은 은행은 여기가 최고임 뭐 이용하란 거야 말란 거야 투자 땜에 계좌 필요해서 만드는 건데 화나서 핸드폰 던질뻔한 적이 한두 번이 아니었음
6766,아주 좋아요
6767,이용하는데 문제없이 편리하게 사용하고 있어요
6768,항상 사용하던 어플이라 익숙합니다 굿굿굿
6769,바뀐 후에 계좌이체가 좀 불편해요
6770,스마트뱅킹으로 안되는 기능이 없어요 진짜 편리합니다
6771,생각보다 편리해서 기존 다른 은행 앱보다 더 자주 사용하네요 좋아요
6772,전체적으로 사용은 편한데 조금 불편한 게 있긴 있음
6773,다양한 서비스를 쓸 수 있어서 좋습니다
6774,이체가 너무 쉬어요
6775,전 NH 스마트뱅킹만 사용합니다 저의 주거래 은행이라
6776,쓰기 편하고 주거래은행입니다
6777,예금 내역 포인트 확인 등 각종 은행 업무에 사용하기가 아주 용이합니다
6778,정말 많이 좋아졌어요
6779,비번 6자리 있으면 출금 쉽고 빨라서 좋습니다
6780,사용하기 편리한 스마트뱅킹 서비스입니다
6781,은행을 안가 고도 비밀번호를 바꿀 수 있고 이제 다른 은행 자산까지 알 수 있어 좋네요
6782,앱이 편리해졌어요
6783,간편하고 좋아요
6784,예전보다 간편하게 이체 가능해져서 자주 이용하고 있어요
6785,꾸준히 편하게 사용하고 있습니다
6786,편리합니다
6787,지금 며칠째 업데이트 이후로 키보드 뱅킹이 안됩니다 재설치해도 안되고 해지했다 다시 등록해도 안되고 폰을 껐다 켜도 안되네요 키보드 뱅킹 때문에 농협 계속 쓰는데
6788,그냥 그럼
6789,필요한 서비스 조회 잘 되고 편리합니다
6790,어디에서나 편리하게 잘 사용하고 있습니다 
6791,사용하기 편합니다 추천합니다 굿
6792,사용하기 쉽습니다
6793,타사 은행 어플에 비해 사용성 및 시인성이 좋아요
6794,편리합니다
6795,사용하기 편리하고 안전합니다
6796,은행에 가지 않고 통장 개설 후 이체 이용하고 있어서 좋습니다 다만 지문인증 로그인 기능도 있으면 좋겠어요
6797,편리하고 좋습니다
6798,편하고 좋음
6799,쉽고 간편하게 계좌조회 이체 등을 할 수 있어 좋아요 오픈뱅킹 등록해서 타사 계좌도 한 번에 오프라인 지점도 자주 이용하는 편인데 간단한 건 스마트뱅킹으로 바로 가능해서 좋네요
6800,깔끔하고 직관적이라 사용하기 편하네요
6801,좋아요
6802,항상 잘 쓰고 있어요
6803,편리하고 좋아요
6804,편리하고 좋아요
6805,불편하다는 평이 많은데 전 아직까지 불편 없이 잘 사용하고 있습니다 다만 로그인이 좀 느려요
6806,좋아요
6807,빠르고 좋네요 이용하기 편리해요
6808,모든 메뉴가 쉽고 간편 이보다 쉽고 간편할 순 없다 써보면 암
6809,아주 만족합니다
6810,편리하고 좋습니다
6811,최고의 앱입니다 user friendly 합니다
6812,편해요
6813,가계부 기능 좋았습니다
6814,편리해서 잘 이용하고 있어요
6815,사용이 편리하고 좋습니다
6816,항상 잘 이용하고 있어요 가장 잘 사용 중이고 많이 사용 중인 앱입니다
6817,가족 계비를 이용하기 위해 만들었는데 큰 불편함은 아직 느끼지 못했습니다 잘 쓰고 있고 전 계좌 보기도 좋은 것 같습니다
6818,간편 로그인 정말 편해요
6819,농협 잘 쓰고 있어요
6820,비대면으로 계좌개설 대출 예적금 가입 모두 할 수 있어 만족합니다
6821,사용자 편의에 맞게 많이 좋아졌어요 조금씩 개선되는 것이 보기 좋아요
6822,이보다 쉬운 앱이 있을까요
6823,모바일앱으로 매달 편하게 사용하고 있습니다
6824,좋아요
6825,빠르고 편리하고 좋아요
6826,간편합니다
6827,역시 농협이네요 다양한 이벤트 쉬운 통장관리 모두 만족스러운 서비스네요
6828,큰 불편함 없이 사용 중입니다 한 번도 오류 난적 없어요
6829,저는 계좌이체 계좌조회 밖에 사용하지 않아서 다른 기능이 잘 되고 있는지는 잘 모르지만 계좌이체 계좌조회 등 간편한 것들은 굉장히 잘 되기 때문에 제가 자주 이용하는 것만 잘되면 되죠 뭐 고생하세요
6830,정말 편리해서 좋아요  
6831,좋아요 농협이 주 거래라서 이거만 이용합니다
6832,원래 어플에 대한 불신이 있어서 제 명의 등록을 꺼려 하는데 농협 어플 믿고 이것만 사용 중이에요 은행 방문하지 않더러도 편의는 어플로 변경 등 가능하고 보안도 설정하기에 따라 안전하고 주거래은행이라 자주 애용하고 있어요 개선점은 아직 좀 더 봐야 알 거 같아요
6833,보통
6834,잘 사용하고 있습니다 편리하고 좋아요
6835,가끔 오류가 나긴 하는데 사용하는 은행 앱 중에서는 편리한 편임
6836,다른 은행이 통합되어 사용하기 편리합니다 송금 수수료만 줄여주면 좋겠어요
6837,쉽고 빠르고 편합니다
6838,사용하기 편리하고 좋아요
6839,유용하게 잘 쓰고 있어요 우리 가족 최애 유일한 금융앱입니다 편하고 좋아요 LEEYJ52
6840,접근성이 편리하고 심플해서 좋습니다
6841,사용하기 편해요
6842,그린 색의 화면이 눈을 피로하게 하지 않고 애쓴 흔적이 나오네요 잘 쓰고 있습니다
6843,메뉴 보기가 눈에 잘 들어오고 사용하기가 편리합니다
6844,사용이 편리해요 로그에도 편하고 계좌관리가 편해요 다만 비밀계좌 같은 기능도 있었으면 해요
6845,정말 스마트합니다 편리하게 이용하고 있어요
6846,로딩 시간이 약간 길지만 간편해서 쓰기 편해요
6847,편리합니다
6848,편리해요
6849,잘 사용하고 있습니다
6850,쓰기 편해요
6851,편리하게 잘 이용하고 있습니다
6852,사용하기 편하다
6853,다른 은행 앱보다 사용하기 편하네요
6854,조회 이체 기능 이용에는 큰 불편함은 없네요
6855,아 짜증 계좌이체할라 가니깐 서비스 점검 중만 계속 뜨길래 주말도 아닌 월요일이 시간에 점검 중 이상해서 위에 필독에서 하라는 대로 다했는데도 나중엔 동글동글 초록색 돌기만 하고 접속조차 안됨 아 계좌에 있는 돈만 빼고 앱 지우고 거래 안 할란다 농협 뭐 이따위로 만들어놨어 다른 은행 앱들은 잘만 되는 고만 돈도 많으면서 좀 투자 좀 하세요 농협
6856,편리한 스타일로 되어 있어서 사용하기 괜츈
6857,주거래은행이어서 자주 접속하는데 사용자 UI가 좋고 앱 속도나 프로세스가 간편해서 좋아요
6858,타은행 앱보다 편의성을 높이 사고 싶습니다 다만 상품 가 입 시 모두 체크하고 난 후 해당 지점에서 판매하는 상품이 아니라는 안내가 되는 경우가 있는데 매우 불편하더군요 예컨대 복리식 정기예탁금 거래 지점을 선택하고 나서 가입하고자 하는 상품의 약관 및 선택사항을 확인하는데 애초에 가입 가능한 상품인지 아닌지를 알 수 있어야 한다고 생각합니다
6859,편리하고 좋아요
6860,감사합니다
6861,항상 편리하게 잘 사용하고 있습니다
6862,사용하기 편해요
6863,이용하기도 편하고 관리도 잘 되고 있어서 만족합니다
6864,로딩하는데 약간 시간 걸림 간편 이체 필요
6865,잘 사용 중입니다 GOOD
6866,현존하는 모든 은행 전용 앱을 사용하고 있는데 그중에 NH 스마트뱅킹이 가장 사용하기 쉽고 편하며 특히 이벤트가 너무 많아서 제일 좋습니다 근데 요즘 들어서 다양한 이벤트들이 줄어든 것 같아서 약간 아쉽네요;
6867,너무 편리하고 인터페이스도 끌려요
6868,잘 쓰고 있어요 타사 은행은 깔아야 할 어플이 너무 많아서 복잡했는데 지문으로 로그인도 빠르고 내용도 직관적이고 공인인증서 입력 안 해도 돼서 이체도 편해요
6869,뱅킹 오픈뱅킹 포함 이용은 편리합니다 이벤트도 잘 보이고 쓰면서 오류 난적은 없었어요 단 퇴직연금 조회와 관리기능을 보강했으면 합니다 메뉴 찾기도 어렵고 종목별 수익률 조회도 한눈에 안 들어와요
6870,인터넷뱅킹 신청하러 왔어요
6871,쉽고 빠른 사용이 가능해 정말 마음에 들어요
6872,간편 비밀번호만 사용해서 로그인 시 너무 편합니다 잘 사용하고 있습니다
6873,다른 은행보다 ui가 편안해요
6874,인터넷뱅킹보다 편해요
6875,잘 쓰고 있습니다
6876,좋아요 만족합니다 
6877,약간 속도가 다른 NH 어플보다 더디긴 하지만 전반적인 은행 업무 볼 수 있으니 유용해서 잘 사용하는 것 같아요
6878,NH 앱 정말 편리해서 여러모로 활용하고 있습니다
6879,사용하기 좋고 편리합니다
6880,잘 이용하고 있어요
6881,사용하기 편해요
6882,굿
6883,사용상 문제없이 잘 되네요 약간의 문제는 소소한 거라 크게 문제 될 건 없을듯하네요
6884,nh 앱이 너무 많음 제발 통합 좀 시켜주면 좋겠다
6885,어플 편리해요 오류도 없고 간편 로그인 간편결제도 좋아요 가끔 하는 이벤트도 굿
6886,평소 쓰던 은행만 이용하다가 우연히 농협에 계좌가 있다는 것을 알고 다운로드해서 사용해봤는데 지금까지 써왔던 은행 어플보다 너무 편해서 놀라웠다 요즘 같은 코로나 상황에 사실 은행가는 것도 조금 불안한데 핸드폰 어플 하나로 웬만한 건 다 해결이 가능하고 아무래도 금융에 대해 몰라 이해를 못 하기 마련인데 본 어플은 용어에 대해 고객의 입장에서 쉽게 풀이해주거나 설명해주고 어디서든 알아볼 수 있게 해서 진짜 편리하고 배려심 있는 것을 누구든지 느낄 수 있습니다 모두 NH 계좌 가입하시고 부자 되세요
6887,잘 쓰고 있어요
6888,편하게 잘 사용 중입니다
6889,너무 편리하고 좋아요
6890,편해요
6891,농협만 사용해요  정말 좋습니다
6892,고객의 사용 편의를 최대한 반영한 앱이네요
6893,입출금이나 대출 등 금융상품을 한눈에 알아보기 편해서 사용하기가 매우 편리합니다
6894,처음 농협 어플을 사용해보는데 단순해서 보기는 좋으나 어플에서 어떤 메뉴를 선택하든 무조건 로딩이 떠서 타사에 비해서 너무 오래 걸려요 그리고 이상한 어플 에러코드도 많이 뜨고요
6895,계좌조회하기 간편해요
6896,전체적으로 깔끔해서 사용하기 편리합니다
6897,사용하기 편리합니다 알기 쉽게 만들어져서 좋습니다
6898,항상 편리하게 잘 이용하고 있어요 고객 니즈에 맞게 개선되는 점이 만족스럽습니다
6899,사용하기 편하고 이체하기 편하고
6900,나름 괜찮습니다 농협 뱅킹할 때 사용해요
6901,간편하고 편리해요
6902,앱이 전보다 사용하기 편리해진 것 같습니다 계속 업그레이드되길 바랍니다
6903,너무 편리하게 잘 되어있습니다
6904,주거래은행이 농협이라 매일 이용합니다 조회도 쉽고 거래도 편하게 해요
6905,로그인도 간편해서 좋고 이체도 쉽게 할 수 있고 무엇보다 메뉴들이 눈에 쏙쏙 잘 들어와요 
6906,사용하기 편리하고 좋아요
6907,좋아요
6908,반응속도 느린 것 빼고는 그럭저럭 쓸만해요
6909,로딩 속도만 조금 개선되면 좋겠어요
6910,앱 자체가 정말 편리하고 좋아요 로그인 간편하고 활용도 짱
6911,편하게 잘 이용하고 있어요
6912,주거래 은행으로 앱을 통해 편리한 금융업무를 보고 있어요
6913,불편사항들 많이 개선되어 보통 은행 어플 이상입니다 아주 편리하고 깔끔한 듯
6914,평소에 많이 쓰고 있어요 복잡하지도 않고 간단하게 이체도 가능하고 필요한 것도 너무 잘 찾을 수 있게 해놓아서 사용을 잘하고 있어요 부모님께 간편 이체 알려드렸더니 사용이 편하다면서 좋아하셨어요
6915,항상 잘 이용하고 있어요
6916,주거래은행이라서 사용하지만 타은행 대비 만족합니다
6917,깔끔하고 편리해요
6918,사용하기 편해요
6919,간단한 업무는 콜 뱅크를 이용하지만 목돈 이체 및 자산 전반적인 업무는 이 앱을 사용합니다 제 주거래은행이죠
6920,간편해서 잘 쓰고 있어요 간편등록해놓으니 인증 절차를 거치지 않아 좋네요
6921,한 번씩 오류로 꺼지는 것과 입금했는데 금액 조회가 바로 안되고 여러 번 시도해야 했던 부분은 있지만 요즘은 잘 쓰고 있습니다
6922,편의 기능이 좋아요
6923,편리하게 사용하고 있습니다
6924,사용하기 편리해요
6925,농협이 주거래은행인데 앱 잘 쓰고 있어요 거의 매일 사용하는데 오류 난적 없고 만족합니다
6926,앱 설치 시에 계좌번호 입력 등 너무 불편합니다 설치해놓고 실물통장이 없는 상황에 계좌 확인이 어려워 앱 사용이 안 되거든요
6927,이체가 편해서 좋아요
6928,정리가 잘 되어있고 편하고 깔끔하다
6929,mymiki202
6930,편리한 인터페이스로 더욱 빠른 속도를 보여주네요
6931,잘 사용하고 있어요 오류 나서 말했더니 즉각 수정되네요 편리합니다 jungyou23
6932,좋아요
6933,요즘
6934,사용하기 쉽고 메뉴 배치도 좋음
6935,사용하는데 불편함이 없고 다른 뱅킹보다 편리합니다 앞으로도 잘 사용하겠습니다
6936,후 계좌 편리
6937,사용하기 좋아요
6938,너무 사용하기 편리하고 정보 찾기에 최적화되어있어요
6939,사용하기 편리하고 좋아요
6940,대체적으로 만족
6941,보기 편하고 쉽고 잘 쓰고 있습니다 앞으로 더 좋은 앱 부탁드립니다
6942,예전부터 항상 잘 쓰고 있습니다  전 딱히 오류 같은 거 났던 적이 없었고 예전에 지금 어플로 업데이트 후 이체도 쉽고 해서 좋네요
6943,메인화면에서 본인이 즐겨 쓰는 메뉴 지정이 가능하면 좋겠어요 퇴직연금 확인하려면 버튼을 몇 번을 눌러야는 지 할 때마다 좀 짜증 나네요 돌아가기 누르면 또 첫 화면으로 돌아가 버리는 거도 귀찮아요
6944,사용한 지 오래됐는데 너무 편하고 좋아요 그전엔 왜 사용을 안 했는지 의문입니다 아주 가끔 버퍼링이 생겨 앱이 안 열릴 때가 있어 짜증 나지만 앱으로 현금 인출도 되고 너무 편해서 그건 감안합니다 그래도 앱이 안 열릴 때는
6945,매우 편리하게 금융업무를 효율적으로 할 수 있습니다
6946,편리하고 좋아요
6947,더 많은 발전 있길
6948,스마트뱅킹 이용 시 인증이 번거로움
6949,쉽게 잘 되어있어 좋아요
6950,농협 계좌는 예전부터 있었지만 잘 안 썼었는데 요즘 다시 쓰고 있습니다 NH 스마트뱅킹 좋아요
6951,너무 편하고 좋아요
6952,없으면 이제 불편해서 안대요 필수인듯싶음
6953,사용하기 편리합니다 스마트 알람과 앱은 통합됐으면 하는 바람이 있습니다
6954,자산관리 메뉴 접속 시 오류코드 시스템 오류입니다 NC99999166001 시스템 오류입니다 NC99999166801 경고 메시지 그대로 뜨고 있습니다
6955,사용하기 편리해요 급여통장으로 쭉 이용 중입니다
6956,사용하는데 불편 없이 잘 이용하고 있어요 계속 이용할 것 같아요
6957,이용하기 편하네요
6958,쓰기 편하고 좋습니다
6959,주거래 은행으로 수수료 무료라 항상 잘 이용하고 있어요
6960,앱 사용이 간편해서 좋아요
6961,항상 편리하게 잘 이용하고 있어요
6962,잘 쓰고 있습니다
