,comment
2187,접속이 안되는데 고객센터 전화는 안 되고 어쩌라는 건지 돈 이체해야 되는데 이거 어떻게 처리합니까
2188,접속을 못하네 인출 좀 하려고 하니 상담원은 계속 통화 중 지친다
2189,류정한 님처럼 로딩 화면이 길어져서 접속을 못하던 1인입니다 케이뱅크 지우고 재설치 시 권한 허용 여부를 물으면 거부하시고 앱 설정 가서 전화 허용 카메라 허용 저장공간 허용 허용할 수 있는 거 다하시고 다시 접속하니 되네요 이런 식으로 해보셔요
2190,이거 작동은 하는 앱인가요 3세 번을 다시 깔아도 작동을 안 하니 어떻게 해야 하나요
2191,설치 후 초기 흰색 화면에서 먹통 되네요 모든 앱 종료 재설치 재부팅을 다 조합해봐도 그대로입니다 안드로이드 10 LG G7 폰입니다
2192,아니 욕 나오게 만드네 무한 로딩 버그 뭡니까 도대체 다시 다운을 받아도 안되고 핸드폰을 껐다 켜도 안되고 어쩌라고 이러는 겁니까
2193,앱이 안 켜지네요 아무리 지우고 다시 깔아도
2194,먹통 됐어요 이런 앱이 정상인가요
2195,앱이 실행이 돼야 사용을 하죠;;
2196,초기 실행 화면에서 무한 정지입니다 지우고 재설치 했으나 역시 같은 증상 이체 업무를 못하고 있는데 이거 어떡하실 거예요
2197,몇 달간 잘 쓰다가 갑자기 안돼서 백그라운드 종료하고 앱을 지웠다 깔아도 안되는데 서버 터졌나요
2198,흰 바탕 화면에서 멈춤 앱 다시 깔고 실행해도 안되고 케이뱅크만 먹통 뒤로 가기도 안되고 뭐 하자는 케이뱅크냐
2199,열리지가 않네 전화도 연결이 안되고 난감하네 연결만 되면 바로 해지해야겠네요
2200,급하게 돈을 써야 하는데 플러스 박스에 돈 다 넣어놔서 토스로도 거래할 수도 없고 어플은 초기화면 로고K 로고에서 멈춰서 들어가지지도 않고 고객센터는 10분 넘게 걸어도 연결도 안 되고 이건 뭐 쓰라는 겁니까 말라는 겁니까 해결 당장 안되면 상황이 이렇다 공지라도 고객들한테 해줘야지 이래서 케이뱅크는 카카오뱅크한테 안되는 겁니다 답답하네요 정말
2201,아 어플 또 멈춤 진짜 짜증 나네
2202,접속 불가 아니 삭제 재설치를 몇 번을 해도 실행이 안되니 돈을 어떻게 쓰라는 건지 참 방법 좀 가르쳐 주세요 송금해야 하는데
2203,케이뱅크 무한 로딩입니다 기종은 갤럭시 a 50이고요 첫날 계좌개설 한날은 잘 되더구먼 다음날부터 무한 로딩이네요 껐다 켜보고 백그라운드 껐다 지웠다 해도 안되고 여기 쓰여있는 방법을 해도 안 되네요
2204,오늘 아침 10시부터 사용을 시작하려고 하니 흰 바탕 화면만 뜨고 재설치해도 그대론데 사용할 수는 있을까요 입출금 등등 확인해야 되는데 갑자기 실행 자체가 안되면 어쩌라는 건지 지금 참 중요한 상황인데 실행 자체가 안되면 어떡해요 재 설치 한 번 더 하라는 건가요 핸드폰 다시 시작해도 안되고 재설치해도 안되고 뭐 지금 서비스 점검 중인 건가요 그렇다면 서버 점검 중이라는 말이라도 있어야 될 텐데 흰 바탕화면만 띄워놓으면 사용하는 사람은 한없이 기다리라는 건가요 물론 여태 잘 사용하고 있었습니다 사용해야 할 때 진행이 안되니 답답해서 이렇게 리뷰 작성합니다
2205,이게 은행 어플이란다 부루마블도 이딴 식으로 은행 하면 뚝배기 깨짐
2206,갑자기 어플 접속이 안돼요 이게 몇 번째인지 핸드폰 업데이트하고 어플 지웠다 깔고 별 쇼를 다해도 안돼서 그냥 케이뱅크는 안 쓰는 걸로 하려 합니다 다들 참고하세요
2207,재설치 후 접속해도 첫 로딩 화면에 멈춰있어요 돈 보내야 하는데
2208,처음에 앱 들어가는데 흰 화면만 계속 떠서 리뷰 보고 똑같이 시도해보고 심지어 앱도 지웠다가 다시 다운로드했는데도 처음 로딩 중인 화면만 떠요
2209,앱을 무슨 이따위로 만들었노 처음부터 접속이 안됨 재설치해도 안됨 급하게 이체해야 할 때 접속이 안돼서 돌아버릴 듯 케이크뱅이 카카오뱅크보다 늦게 나왔고 카카오뱅크이 잘 되니까 따라 한 거 같은데 따라 하려면 제대로 따라 하지 서버 관리부터 안 되는데 은행은 무슨 은행이고;; 카카오뱅크으로 넘어가야지
2210,아니 왜 은행 업무 앱이 안 되나요 이게 무슨 은행 업무 앱인가요
2211,왜 안되는 겁니까 돈 써야 하는데 짜증 
2212,이체해야 하는데 접속이 안됩니다 껐다 켰다 파일 정리 다해봤지만 한 시간째 접속 불가합니다 서버 관리가 필요해 보입니다
2213,접속이 안되고 흰 화면만 나와서 다시 설치했는데도 안되네요 백그라운드 앱까지 다 종료하고 케이뱅크만 열었는데도 안돼요 혹시 점검 중인가요 점검 중이면 팝업으로 점검이라고 떠야 하는데 그런 것도 없고 뭐죠
2214,어플 왜 이리 허술함 출금할게 있는데 홈페이지로 로그인해도 출금할 때 앱으로 otp 확인하라 하네요 홈페이지 사소한 편의성이나 유틸도 불편하네요 예를 들면 이름 입력창은 영어로 시작을 하고 한글로 입력하래서 한영을 눌러도 확 트인 창 때문에 한영이 안 먹히는 점 그런데 또 아이디나 이메일 입력 시에는 한글로 시작을 하고 영어로 입력하라고 뜸 이 역시 확 트인 창 때문에 한영이 안 먹힘 뭐 입력창 클릭 후 한영을 누르면 되는 별거 아닌 거지만 이런 사소한 점도 아주 큰 영향 미칩니다 저만 그런 게 아니라 친구도 불편해하네요
2215,케이뱅크 왜 먹통임 가입한지 한 달 넘었는데 아직도 이체 한도가 100만 원뿐이고 뭐 하나 제대로 되는 게 없네
2216,헐 무한 로딩 앱이 떠야 잔액 확인이라도 하지 어제까지만 해도 멀쩡하게 잘 썼는데 오늘 20210223 아침에 앱을 띄우니 무한 로딩 화면 정지 상태네요 아예 먹통이에요 한두 번도 아니고 벌써 앱으로 인한 문제가 몇 번째인지 앱을 새로 깔아도 먹통 고객센터에 전화를 하니 지금 회선 초과로 접속이 불가합니다   얼마나 많은 분들이 전화를 하는지 알만하겠더라고요 케이뱅크 전산팀 할 말 있음 그냥 전원 교체하시죠 이러고도 월급 받아 가나 그 월급이 고객들에게서 나온다는 것은 알아야지
2217,대책 없는 앱 업비트 정신 있으면 이딴 은행하고만 연계하는 건 그만두는 게 좋겠다 지우고 다시 깔아도 똑같음 플레이스토어에서 바로 받아다 깔아 쓰는데 일괄로 기종이니 앱 버전이니 알려달라고 답변 다는 수준도 가관이고 실행이 안되는데 버전은 어떻게 알아먹겠니 내 폰이 뭐 특별히 독특한 기종도 아니고 s20 ultra 리뷰들 보면 고통받는 사람이 한둘이 아닌데 제정신이면 복붙 대답 못하지 이걸 쓰는 사람보다 그냥 케이뱅크 안 쓸 사람이 훨씬 많을 거란 걸 고려하면 지금 같은 나사 빠진 대응 그만해라 권한이 있건 없건 리뷰 관리하면서 월급 박고 있으면 일을 좀 해
2218,별 한 개도 아까워요 돈 빼야 되는데 은행 어플이 작동 안 하고 로고 화면에서 멈춰있어요 점검 중이면 점검 중이라고 알림을 주든지 돈 빼고 탈회하렵니다 빨리 열어주세요
2219,무한 로딩이네요
2220,아 무슨 1시간 동안 로딩 화면이야  리뷰 보니 나 같은 사람 많은데 안 고치는가  뱅크 앱이 이체가 원활해야지 장난치나 진짜 답답해 돌아버리겠네
2221,모바일뱅킹이 안 켜져요
2222,급하게 출금해야 하는데 계속 로딩 중 별 하나도 아깝다 이런 걸 앱이라고 휴
2223,무한 로딩에 안 열림 이체가 불가능함
2224,급하게 사용해야 되는데 앱이 첫 화면부터 무한 로딩이에요 그래서 재설치했는데 똑같이 흰 바탕에 케이뱅크 로고에서 무한 로딩이요 이러면 급한 사람들은 어쩌라는 거예요 밑에 글 보니 최근 같은 문제로 리뷰 달린 거 같은데 아직 문제 해결을 못한 건가요
2225,앱도 안 열리고 개판이네 전화도 안 받고 머냐 대부회사냐 어휴 절이 싫으면 중이 떠나야지
2226,앱이 안 열려요
2227,실행 안됨 계좌 사용 불가
2228,여기 머지 은행이 접속이 안되네
2229,앱을 2년 정도 잘 사용하고 있었습니다 조금 전 앱을 열려고 보니 케이뱅크 쓰여있는 흰 화면에서 계속 로딩 중이네요 전웠껐다 켜보고 다른 앱 꺼보고 어플 재설치까지 했는데 안돼요 다른 앱들은 정상이고요 폰에 문제가 있어 보이진 않는데 왜 그럴까요
2230,아 앱 접속이 안돼요 개선 필요합니다
2231,접속 안됨 은행 어플이 먹통이 말이 되나
2232,어플이 로딩이 안되네요 재설치해도 첫 화면만 계속 뜨네요 다음 화면 안 넘어가네요
2233,무한 로딩 접속 안됩니다 저만 그런가요
2234,아니 어플 실행이 안돼요 핸드폰 다시 시작하고 어플을 다시 지웠다가 다시 설치해도 안돼요 너무 문제가 심하네요
2235,아 메인화면에서 넘어가질 않네요
2236,개 똥 로딩도 안돼서 계좌송금도 못하는 똥 어플
2237,답답하네요 무한 로딩 걸리는 거 언제 패치하십니까 데이터 삭제 캐시 삭제 재설치 메모리 정리 이런 거 다 해보고 적는 겁니다
2238,앱 시작도 안됩니다 이용을 할 수가 없네요
2239,앱 실행이 안돼요 재설치해도 폰 재부팅 해도 안돼요 이체해야 하는데 답답하네요 다른 앱들은 멀쩡히 다 됩니다
2240,아니 은행 앱이 자꾸 이런 식으로 에라가 지속 반복적인 건 심각한 문제라고 생각하지 않습니까 급히 송금해야 하는데  앱이 제대로 작동 안 되는 상태여서 손해 보는 일이 발생하면 누구 책임인가요
2241,잘 안 쓰는 어플이긴 한데 이번에 사용 좀 해보려고 하니 자흔 사람이랑 똑같은 증상이 나타나네요 무한 로딩에 앱 모두 끄고 백그라운드 확인해 어플 재설치 근데도 입구 컷으로 흰 화면에 케이뱅크 마크만 보이는데 이걸 어떻게 해야 하는 건가요
2242,당장 돈 뽑을 일이 생겼는데 어플은 실행도 안되고 전화도 안 되고 다신 이용 안 할랍니다
2243,앱 개짜증 나네요 첫 화면에 넘어가질 않네요 앱 종료 후 재실행 반복 삭제 후 재설치 반복 금융 앱이 이따위 불안정한 건 첨 보는 듯
2244,흰 화면에서 계속 안 넘어가네요 로딩도 없고요 폰을 아예 껐다 켜도 그래요 돈이 최를 얼른 해야 하는데 큰일이네요;;어제 꺼 비 잘 됐는데 무슨 일이죠
2245,현재 로그인 자체가 안 되며 재설치 해도 똑같음 은행 앱이 이러면 누가 이용할까요 이체를 해야 하는데 답답하네요
2246,사용하기 편해요 좋아요
2247,실행이 안돼요 빨리 고쳐주세요 지금 써야 하는데;;
2248,갤 10 소프트웨어 업데이트하니까 무한 로딩이 걸리네요 빨리 해결해주세요 인터넷으로 이용해보려고 하니까 스마트폰 앱으로 otp를 받으라네요 이렇게 할 거면 인터넷뱅킹 의미가 있나요
2249,아 급하게 출금해야 되는데 앱 실행이 안됨 여기 삭제합니다 자급할 때 아
2250,이것도 은행 앱이라고 생각해요 접속도 안되고 재설치 실행도 아예 안되고 이체 같은 업무도 안되는 은행이 어디 있습니까
2251,뭔데 금융앱이 한 시간 넘게 먹통이라니 말이나 되는 일이오
2252,갑자기 접속이 안 됨
2253,왜 갑자기 접속이 안 되나요 재설치해도 안됩니다 콜센터도 연결이 안 되고 아 답답해라 은행 어플이 이게 말이 됩니까
2254,먹통
2255,계좌 계설하려고 앱 설치를 했는데 무한 로딩이네요 원래 그런 건가
2256,휜 화면에서 넘어가질 않잖아요 앱 삭제하고 다시 설치했는데도 처음 화면에서 똑같이 넘어가질 않아요
2257,갑자기 휴대폰 접속이 안돼요 재부팅 실행프로그램 모두 종료 3번째 재설치까지 인증 다시 하려고 확인 눌러서 사이트 접속하면 케이뱅크 글귀 로고 하나 보이고 백지 화면에서 더 이상 진행이 안됨
2258,리뷰 첨서 보는데요 지웠다 깔고 세 번 했는데도 접속이 안되네 참 말도 안 되는 은행 앱이네요 급한 사람들 절대 이용하지 마세요
2259,앱이 안 열려요 기존에 앱을 삭제하고 다시 앱 설치해도 똑같이 상단에 로고K 뱅크 만 있고 15221000 연락해도 전화 연결도 안 돼요
2260,노트 9 쓰는데 어플 키면 케이뱅크 마크만 보이고 어떠한 버튼도 다음 화면으로 넘어가지도 않습니다 재설치해도 똑같네요
2261,잘 쓰다가 갑자기 케이뱅크 로고만 뜨고 로그인이 안 돼서 급하게 출금 못하고 앱 지우고 처음부터 다시 인증하고 있습니다
2262,무한 로딩 좀 빨리 해결해주세요 하; 그냥 접으세요 이게 어플입니까 어떻게 접속조차도 안됩니까
2263,이거 실행 안됩니다만
2264,댓글 보고 해결법 적어주는 분이 무슨 죄인가 싶지만 금융 어플이 오류가 나서 실행이 안된다는 건 참 문제 같네요 어차피 하청으로 만드는 건데 어플 하청 돈 좀 주고 제대로 만드는 편 추천
2265,몇 년 동안 잘 사용하던 웹인데 갑자기 케이뱅크 빨강 글자 하나만 표시되고 백지상태로 멈춰있습니다 껐다 켜도 마찬가지 웹 삭제하고 재설치해도 마찬가지
2266,어젠 잘 됐는데 갑자기 로딩 화면에서 계속 멈춰있어요 지웠다 설치해도 안되네요 갤럭시 s20 사용 중입니다
2267,아 다시 설치해도 안되고 그냥 안돼요 zflip이고 10 one ui 25에요 업무에 써야 되는데 돌겠네요
2268,케이뱅크 접속이 안되네요 뭔가요 이건
2269,어플 실행 안돼요 지금 한 관리 좀 하세요
2270,갑자기 로그인 안 돼요 삭제 후 재 설치했는데 안돼요 PC 인터넷으로도 안돼요 이유가 뭔가요
2271,23일 현재 모바일로 접속되나요 저만 안되는 건가요
2272,로고K 마크만 뜬 상태로 로그인도 안 되고 다른 사람도 마찬가지로 로그인 불능 거기에 고객센터는 10분째 연결 불가 대체 뭐 하는 겁니까
2273,왜 실행이 안되는 거죠 나만 그러는 게 아닌 것 같은데
2274,삼성 갤럭시 업데이트 후 실행이 안됩니다 방법 좀 알려주세요
2275,계속 재설치해도 흰 화면에서 안 넘어감  아
2276,저기요 다 좋은데 앱 실행이 안되면 어쩌자는 겁니까 몇 번을 삭제했다가 재설치해도 같은 현상이 반복되는데 이거 어제 고쳐지나요
2277,재설치해도 흰색 바탕 케이뱅크만 뜬 상태로 접속이 안되네요 왜 이런 건가요
2278,하얀 배경에 케이뱅크 로딩 화면에서 멈춰있네요 지우고 다시 받았는데 마찬가지예요
2279,접속이 안됩니다 왜 그런 건가요
2280,계좌 만들고 돈 부쳤는데 들어가지질 않네 상담도 지금 90명 기다리라 하고  내 돈 내놔라
2281,무한 로딩 진짜 쓰레기네 
2282,실제 지점도 없는 모바일은행이 실행이 안되면 고객은 업무를 어떻게 보나요 삭제 후 재설치해도 안돼서 핸드폰도 껐다 켜봤는데 안돼요 실행되면 바로 해지해야겠네요 위험해서 못 쓰겠어요
2283,앱 실행도 안 되고 otp 푸시도 안되네요 재부팅으로 모든 앱 종료 후 다시 해도 안돼요
2284,이 앱 쓰지 마세요 서버 오류 잦아서 입금해도 마음대로 출금할 수 없습니다
2285,재설치했는데도 화면이 멈췄어요
2286,상담사 한 명으로 운영하나요 심심하면 앱 먹통이고 콜센터는 전화도 받지 않고 급하게 이체해야 하는데 갑작스러운 먹통으로 피해가 심각합니다 은행 어플이 이래도 됩니까
2287,현재 케이뱅크 앱 접속 안되네요 제 것만 그런지요
2288,이거 지금 왜 안되는지 확인 좀 빨리해주세요 어플이 안 켜져요
2289,실행이 안돼 중요할 때 거지 같네
2290,아니 왜 어플 작동이 안 되나요 아 답답해 미치겠네 삭제했다 다시 깔아도 똑같네요
2291,갑자기 어플 첫 화면에서 무한 로딩 걸립니다 아래 후기 내용대로 다 해보고 삭제 후 재설치해도 문제가 계속 발생합니다
2292,실행이 아예 안되네요 지웠다 깔아도
2293,갑자기 로그인 화면에서 멈춰있고 고객센터는 전화 연결도 안 되네요 지웠다가 다시 깔아도 똑같아요 어찌하라는 건지
2294,안 들어가죠요 너무 작동이 안 돼서 돈 빼고 싶은데 그것도 못하게 생겼네요 장난쳐요
2295,앱에서 로딩이 안돼서 지우고 다시 까는데 다운이 안 받아져요 89프로에서 정지 모바일만으로 업무를 보는 은행에서 이건 아니지요 앱 복구되면 돈다뺄라구요 무서워서 돈을 못 맡기겠음
2296,아니 어플 접속이 왜 이렇게 안됩니까 삭제하고 재설치해도 안되고 어떻게 사용하라는 거죠 입출금 팝업도 45시간 후에 뜨고 장난하나요 이래서 사용할 수 있겠습니까
2297,장난하나 은행 어플이 실행이 안되면 어쩌자는 거죠 처음 흰 화면에서 무한 로딩이고 실행 중이던 어플 다 종료하고 재설치하고 실행해도 그래요 고객센터 전화는 회선 초과라고 뜨네요 은행 어플이 이렇게 작동해서 은행 업무 보겠습니까 어플 실행되는 건 어플의 기본 아닙니까 케이뱅크로만 거래하도록 되어있어 어쩔 수 없이 처음 쓰는 사람들을 사로잡지는 못할망정 어플 관리하느라 수고하시는 분들을 욕하게 만드시네요 은행 어플인데 제대로 만드세요
2298,접속 처음 흰 화면에서 멈춰있습니다 지우고 다시 깔아도 똑같아요 아 아무것도 못하고 있네요
2299,이거 왜 계속 로그인이 안 되나요 무한 로딩이네
2300,어플이 안 열려서 핸드폰 종료를 하고 다시 켠 다음에 해도 안되고 제거도 하고 다시 깔았는데도 안되는데 이건 어떻게 해야 하나요
2301,뭡니까 어플이 실행도 되지도 않고
2302,계좌이체해야 되는데 흰 창에서 메인화면 안 넘어감 폰 껐다 켜도 안되고 사용하지 마세요
2303,갑자기 접속이 안되는데요
2304,처음 케이뱅크 흰 화면에서 넘어가질 않네요 지웠다 깔아도 안되고 백그라운드 지워도 안되고 해결 안 되나요
2305,갑자기 무한 로딩이네요 현재 2월 23일 오전 10시 20분부터 그러네요
2306,첫 로딩 화면에서 멈춰서 모바일폰 껐다가 켜도 안 넘어가고 어플을 삭제하고 지금 다시 까려고 하는데 한참을 기다려서 겨우 깔았습니다 그런데 이번에도 첫 페이지에 사 무한 로딩이네요 어플 없이 계좌의 돈은 어떻게 관리하죠 다른 것도 아니고 제돈이 예치되어있는 은행 어플인데 너무 화가 나네요
2307,실행이 안 돼서 폰 재부팅하고 다시 재설치를 해도 실행이 안 됩니다
2308,갑자기 안돼요
2309,잘 쓰고 있었는데 갑자기 로그인이 안 됩니다 폰 재시작하고 앱 재설치하고 백그라운드 앱 하나도 없는 상태인데도 로그인 화면에 진입조차 못해요 안 쓰면 그만인 앱도 아니고 돈 들어가 있는 은행 앱이 이러면 어떻게 믿고 씁니까 오프라인 창구도 없잖아요; 저만 이런 문제 겪고 있는 줄 알았더니 바로 아래 다른 분도 계시네요 고객센터로 전화했더니 통화 가능하지 않은 상태라면서 전화도 그냥 끊어지고 뭐 하잔 건지 조속히 해결 바랍니다
2310,진짜 욕 나오게 만드네 앞에 분처럼 똑같이 로딩되지도 않고 재설치해도 안되고 뭐 이따위로 만들었어요
2311,첫 로딩 화면에서 안 넘어갑니다 아래 리뷰들 보니 앱 종료 삭제 후 재설치 이런 거 있던데 다 해봐도 안되네요 고객센터 전화하니 회선 초과로 안된다 하고 이래서 은행 업무 어떻게 할까 걱정돼서 못하겠네요 앱은 사용 불가 고객센터 통화 불가 어떡할까요 필요할 때 돈을 못 꺼내면 은행의 역할이 아닌 거 같은데요
2312,1점도 아깝다 업비트 때문에 깔았는데 첫 화면 무한리필 은행 어플이란 게 이 모양이냐 불안해서 쓰겠냐 당장 돈 다 빼고 계좌 삭제할 거임
2313,앱 재실행도 안되고 멈춰있어서 제거하고 다시 설치해도 안되네요 이체해야 하는데 아 진짜
2314,처음 로그인 화면이 안 뜨네요
2315,갑자기 pc도 폰도 다 접속이 안됩니다
2316,흰 화면에서 무한 로딩을 하네요 급하게 이체하는 사람들은 이용 못 하겠는데요 은행 앱이 이런 건 처음 보네 백그라운드 앱 전부 끄고 재실행해보고 앱 삭제하고 재설치해도 똑같은데 은행 앱이 이래도 되는 겁니까
2317,어플 실행이 안돼요
2318,앱 접속 안됨 초기화면 무한 로딩 중 고객센터 전화도 안 됨
2319,장난하나 앱을 이따위로 만드네 은행 앱이 실행에 오류가 뜨는 게 말이 된다고 생각합니까
2320,앱 실행 안됩니다 휴대 종료하고 다사해도 안돼요 빨리 해결 부탁요
2321,최악 삭제했다 다시 실행해도 묵묵부답 무한 로딩 그냥 초반 화면에 서버 상태 확인이나 로딩 표시만 해줘도 심각하지 않을 것
2322,켜지지도 않는데
2323,왜 무한 로딩인지
2324,잘만 되다가 아침부터 아예 안되네요 무한 로딩  재설치해도 안되고 어쩌라는 건지 돈이 묶이네요
2325,비대면 계좌개설하라고 앱 깔았는데 뭐야 접속은 안되고 케이뱅크 마크만 종일 계속뜨있네 이런 걸 왜 쓰라고 하는지 관리도 안 하나
2326,무한 로딩 수정 좀 요 계속 루딩 창에서 안 넘어가지네요  지웠다가 새로 깔고 앱 전체 종료했다가 다시 들어가도 무한 로딩 창이에요  돈쏘야되는데 못 쓰고 있어요
2327,어제 소프트웨어 업데이트한 다음 앱이 갑자기 정지가 됐습니다 설치 삭제 후에도 안되는데 왜 이러는 겁니까
2328,접속이 안돼요 이체해야 하는데 어플 접속이 안된다고요 도대체 몇 번을 지웠다 깔아야 합니까 뱅크 어플이 접속이 안되는 게 말이 됩니까
2329,계속 흰 화면만 뜨고 비번 입력창이 안 뜨는데 조치 중인가요 재설치해도 그런데
2330,앱이 안 열리네요; 제거하고 다시 깔아보고 핸드폰 자체를 다시 시작해서 접속해봐도 안 열려요
2331,무한 로딩 당장 송금해야 하는데 못 쓰고 있네요
2332,화면이 열리지 않아요
2333,온라인 뱅킹인데도 어플 쓰레기로 만들어 놨네  무한 로딩 언제 고칠 거임  매번 제거하고 설치해야 합니까 
2334,급하게 이체할 일이 있어서 켰는데 하얀 화면만 나오고 페이지가 안 넘어가요 실행 중인 앱 다 종료하고 다시 켜보기도 했는데 안돼서 삭제하고 다시 설치했는데도 필수 선택 동의사항 화면 나오고 다시 하얀 화면에서 아무것도 안돼요 어쩌라는 걸까요
2335,무한 로딩 재설치해도 마찬가지네요
2336,왜 안 켜지냐
2337,무한 로딩 거지 같네
2338,설치 새로 했는데 왜 안될까요
2339,급한데 무한 로딩 화면이네 폰 껐다 켜도 안되고 어플재설치해도안되네 스트레스받기 싫으면 케이뱅크는 권하지 않습니다
2340,무한 로딩 걸려서 현재 송금을 못하고 있음 백그라운드 다 끄고 앱까지 재설치해도 안됨 고객센터 전화하니 대기자 90명  어쩌라는 거요
2341,심심하면 무한 로딩 걸려서 삭제하고 다시 세팅해야 됩니다 은행에선 무슨 백그라운드 이야기하는데 백그라운드 자체에는 케이뱅크 관련은 하나도 없음 타사 은행은 적어도 실행 자체는 잘 되는데 케이뱅크는 뱅킹 앱이 인간적으로 너무나도 구려서 못 쓸 정도에요
2342,아니 아예 어플이 시작이 안되는데요 지금 세 번 재설치하고 폰 껐다 켜봐도 안됨 도대체 어떻게 쓰라는 거
2343,작동 안 함 제길
2344,최근에 설치하고 잘 쓰다가 갑자기 로고K 로고만 뜨고 흰색 바탕에서 다음으로 넘어가질 않네요 실행 중 앱 다 끄고 폰까지 껐다 켰는데도 안됩니다 이럴 때마다 재 설치하는 게 과연 맞는 걸까요
2345,재설치했고 백그라운드 앱 다 껐는데도 흰 화면 그대로입니다 무슨 오류인지 확인해주시고 빨리 고쳐주세요
2346,앱 실행하면 케이뱅크 첫 화면에서 멈춰있습니다 다른 앱 다 종료했고 어플 지웠다가 다시 깔아도 마찬가지입니다 금융 어플이 이리 불안정해서야 되겠습니까
2347,재설치해도 첫 로딩 화면에서 안 넘어가짐
2348,케이뱅크 접속이 안돼요 입출금 어떻게 해야 되나요
2349,처음 켜자마자 무한 로딩 걸림 사용자는 불안해서 돈 다 뺄 거 같음
2350,무한 로딩이네요 삭제하고 재설치해도 그렇네요 이체 어떻게 하나요 
2351,초기화면에서 로딩이 지속되며 어플에 접속이 안됩니다 재설치도 해보았습니다 은행 앱이 이래도 되나 갤럭시노트 10입니다
2352,리뷰 진짜 안 쓰는데 돈 입출금 하는 앱이 앱 시작에서 안 넘어감 다른 리뷰만 봐도 알듯하네요 결국 삭제하고 재 설치해야 됨 무한 반복
2353,들어가지지가 않아요 써야 하는데  다시 지우고 깔았는데도 로고K 로그만 보이고 아무것도 안 보여요
2354,업비트 때문에 어쩔 수 없이 사용 중인데 계좌이체해야 되는데 어플 작동이 안 된다 어이가 없네
2355,아 1발 왜 작동 안 하냐
2356,앱 실행 시 흰색 배경에 케이뱅크 로고만 계속 보이면서 실행이 안 되네요 백그라운드 실행도 지우고 삭제 후 재부팅해서 재 설치해도 안 되네요
2357,무한 로딩 걸립니다
2358,앱 로딩 첫 화면에서 인앱으로 안 들어가짐
2359,무한 로딩에 로고K만 보이고 열리지 않아요
2360,계속 안 열리면 어째
2361,아니 왜 한 번씩 접속 안됩니까 개선 좀 하십쇼
2362,재설치했는데도 무한 로딩 상태에서 안 열리는데요;;이걸 어찌하죠
2363,실행이 안 됩니다 실행이
2364,계좌 만들고 이체까지 했는데 왜 켜지지가 않아요 지웠다가 다시 까는 걸 두 번이나 하고 핸드폰 재부팅까지 했는데 무한 로딩이니요
2365,어제부터 계속 초기화면에서 무한 로딩이네요 인터넷은행이 어플이 이러면 어떻게 쓰나요 삭제해서 설치해도 당일은 잘 되다가 다음날 되면 안 됩니다
2366,앱이 쓰레기급 초기화면 안 넘어감 재설치하면 처음에만 되고 같은 증상 금융 어플 만드는 애들이 테스트도 안 하고 올리는 건지 의문
2367,아니 로그인 창이 안 뜨는데 어떻게 이체하라는 거예요 어플 재설치해도 안되고 고객센터는 전화도 안 받고
2368,무한 로딩 뭔데 지웠다 깔아도 켜지지가 않네
2369,왜 로딩 화면에서 안 넘어가나 요 며칠 전부터 렉 걸리던데 빠르게 처리 좀 해주세요
2370,무한 로딩 로고K만 보이네요
2371,갑자기 다운되더니 무한 로딩 재설치 해도 계속 안되고 있습니다 문제인지요
2372,올 가입했는데 앱은 먹통 로딩도 하지 않음
2373,너머 또 먹통인가요;;; 재부팅해도 삭제 후 재설치해도;;;; 은행 앱인데 너무 오류가 잦아요 책임 의식 좀;;;;
2374,무한 로딩  접속 불가 한두 명이 그런 게 아닌 것 같은데 그쪽에서 확인해줘야 하는 거 아닌가
2375,요새 왜 이렇게 느려졌죠 너무 심해요 심지어 지금은 아예 하얀 배경에 켜지지도 않음 삭제하고 다시 설치했는데요 그러네요 은행 어플이 이런 식으로 반복되면 심각한 것 같아요 당장 은행 업무 봐야 할 때 앱이 켜지지 않으니 너무 불편할 듯 최근 들어 렉이 심한듯합니다 개선 부탁드려요
2376,케이뱅크 접속이 안되네요 삭제하고 재 설치해도 안돼요 어쩔까요
2377,접속 안됨 무한 로딩
2378,잘 쓰고 있다가 얼마 전부터 시작 화면 무한 대기 중
2379,아니 진짜 이게 금융권이라 말할 수 있나요 지금 루딩 창에서 한 30분 기다렸다가 앱 설치 다시 하고 했는데 아직도 로딩 창이네요 진짜 제 의지 없이 돈 묶여서 짜증이 나네요
2380,왜 실행 자체가 안되죠
2381,계속 무한 로딩 화면이네요 삭제 후 재설치를 해도 처음 화면에서 안 넘어가요 며칠 전까지 잘 됐는데 갑자기 이러네요
2382,앱이 실행이 왜 안 되나요 몇 번째인지 모르겠네
2383,케이뱅크 망했나요 접속이 왜 안돼요
2384,갑자기 첫 화면에서 무한 로딩 되고 안 넘어가요 뭐 다른 리뷰에서 보고 앱도 다 끄고 재설치했는데도 안 넘어가는데 다른 은행 이런 적 한 번도 없었던 것 같은데 이 정도면 앱이 잘 못된 거 아닌가요 조치 좀 취해주세요 이체 못하고 있잖아요;;
2385,하나도 아깝네 왜 안 드가지냐고 열 개시게 받네
2386,헐퀴 난 안드로이드에다가 v50s thinQ 쓰는데 왜 아침 10시에 앱 실행이 안되는 건가요 이체를 어떻게 하라고
2387,무한 로딩 버그 아직도 안 고쳤네요 쓰라는 건지 말라는 건지
